Old typology,New typology
FIN.H.0043. Cabeceras de seguridad HTTP no establecidas: Clickjacking,043. Insecure or unset HTTP headers - Content-Security-Policy
FIN.H.0043. Cabeceras de seguridad HTTP no establecidas: SOAP svc,043. Insecure or unset HTTP headers - Content-Security-Policy
FIN.H.0043. HTTP Security Headers not established,043. Insecure or unset HTTP headers - Content-Security-Policy
FIN.H.0043. HTTP security headers not implemented,043. Insecure or unset HTTP headers - Content-Security-Policy
FIN.H.0043. HTTP security headers not properly set,043. Insecure or unset HTTP headers - Content-Security-Policy
FIN.H.0044. Métodos HTTP Inseguros Habilitados,044. Insecure HTTP methods enabled
FIN.H.0044. Métodos HTTP Inseguros Habilitados - Logout,044. Insecure HTTP methods enabled
FIN.H.0046. Ausencia de ofuscación segura,046. Missing secure obfuscation - APK
FIN.H.0046. Binarios no ofuscados,046. Missing secure obfuscation - APK
FIN.H.0052. Algoritmo de cifrado inseguro,052. Insecure encryption algorithm
FIN.H.0055. Configuración insegura del servicio,055. Insecure service configuration - ADB Backups
FIN.H.0055. Configuración insegura del servicio - Certificate pinning,055. Insecure service configuration - ADB Backups
FIN.H.0055. Configuración insegura del servicio: Listado de directorios,055. Insecure service configuration - ADB Backups
FIN.H.0058. Depuración habilitada,058. Debugging enabled in production - APK
FIN.H.0058. Depuración habilitada en producción,058. Debugging enabled in production - APK
FIN.H.0060. Excepciones inseguras,060. Insecure exceptions
FIN.H.0060. Excepciones inseguras -  printStackTrace,060. Insecure exceptions
FIN.H.0060. Insecure exceptions,060. Insecure exceptions
FIN.H.0060. Unsafe Exceptions,060. Insecure exceptions
FIN.H.0061. Errores sin trazabilidad,061. Errors without traceability
FIN.H.0061. Errors without traceability,061. Errors without traceability
FIN.H.0062. Concurrent Sessions,062. Concurrent sessions
FIN.H.0062. Concurrent sessions,062. Concurrent sessions
FIN.H.0062. Sesiones concurrentes,062. Concurrent sessions
FIN.H.0064. Pérdida de trazabilidad,064. Traceability loss - Server's clock
FIN.H.0064. Pérdida de trazabilidad - AWS ALB log deshabilitado,064. Traceability loss - Server's clock
FIN.H.0064. Pérdida de trazabilidad - CloudWatch Alarms,064. Traceability loss - Server's clock
FIN.H.0066. Código JavaScript sin ofuscar,066. Technical information leak - Console functions
FIN.H.0068. Tiempo límite de inactividad inseguro,068. Insecure session expiration time
FIN.H.0068. Tiempo límite de inactividad inseguro - OTP,068. Insecure session expiration time
FIN.H.0068. Unsafe downtime,068. Insecure session expiration time
FIN.H.0070. Prácticas inadecuadas de programación,070. Inappropriate coding practices - Wildcard import
FIN.H.0070. Prácticas inadecuadas de programación - Excepciones,070. Inappropriate coding practices - Wildcard import
FIN.H.0070. Prácticas inadecuadas de programación - Excepciones con log y rethrow,070. Inappropriate coding practices - Wildcard import
FIN.H.0070. Prácticas inadecuadas de programación - Limite de tiempo de vida de variables sensibles,070. Inappropriate coding practices - Wildcard import
FIN.H.0070. Prácticas inadecuadas de programación - localstorage,070. Inappropriate coding practices - Wildcard import
FIN.H.0070. Prácticas inadecuadas de programación - printStackTrace(),070. Inappropriate coding practices - Wildcard import
FIN.H.0070. Prácticas inadecuadas de programación - Variables Sin Inicializar,070. Inappropriate coding practices - Wildcard import
"FIN.H.0070. Prácticas inadecuadas de programación ""Declaración insuficiente de StringBuffer""",070. Inappropriate coding practices - Wildcard import
"FIN.H.0070. Prácticas inadecuadas de programación ""Uso clase sincronizada""",070. Inappropriate coding practices - Wildcard import
"FIN.H.0070. Prácticas inadecuadas de programación ""Uso de funcion eval""",070. Inappropriate coding practices - Wildcard import
FIN.H.0070. Prácticas inadecuadas de programación (Try sin Catch),070. Inappropriate coding practices - Wildcard import
FIN.H.0070. Prácticas inadecuadas de programación: Tiempo de vida de variables en memoria,070. Inappropriate coding practices - Wildcard import
FIN.H.0070. Prácticas inadecuadas de programación(PrintStackTrace),070. Inappropriate coding practices - Wildcard import
FIN.H.0071. Código ofuscado de forma insegura,071. Insecure or unset HTTP headers - Referrer-Policy
FIN.H.0072. Código repetido,072. Duplicate code
FIN.H.0073. Condicionales sin opción por defecto,073. Conditional statement without a default option
FIN.H.0073. Condicionales sin opción por defecto - RPG,073. Conditional statement without a default option
FIN.H.0073. Conditionals without default option,073. Conditional statement without a default option
FIN.H.0074. Código funcional comentado,074. Commented-out code
FIN.H.0074. Código funcional comentado -  RFC-1918 CIDRs,074. Commented-out code
FIN.H.0074. Commented functional code,074. Commented-out code
FIN.H.0074. Commented funtional code,074. Commented-out code
FIN.H.0079. Dependencias no actualizables,079. Non-upgradable dependencies
FIN.H.0079. Non-upgradable dependencies,079. Non-upgradable dependencies
FIN.H.0112. Uso ineficiente de CPU,067. Improper resource allocation
FIN.H.0117. Archivos no auditables,117. Unverifiable files
FIN.H.0118. Incumplimiento legal,118. Regulation infringement
FIN.H.0119. Metadatos con información sensible,119. Metadata with sensitive information
FIN.H.037. Fuga de información técnica,037. Technical information leak
FIN.H.037. Technical information leak,037. Technical information leak
FIN.H.047. Automatic information enumeration - AWS,047. Automatic information enumeration
FIN.H.047. Enumeración automática de información - AWS,047. Automatic information enumeration
FIN.H.055. Insecure service configuration - AWS,055. Insecure service configuration - ADB Backups
FIN.H.060. Excepciones inseguras,060. Insecure exceptions
FIN.H.060. Insecure exceptions,060. Insecure exceptions
FIN.H.061. Errores sin trazabilidad,061. Errors without traceability
FIN.H.061. Errors without traceability,061. Errors without traceability
FIN.H.073. Condicionales sin opción por defecto,073. Conditional statement without a default option
FIN.H.073. Conditional statement without a default option,073. Conditional statement without a default option
FIN.S.0001. Inyección Apache Lucene Query.,001. SQL injection - C Sharp SQL API
FIN.S.0001. Inyección NoSQL,001. SQL injection - C Sharp SQL API
FIN.S.0001. Inyección SQL,001. SQL injection - C Sharp SQL API
FIN.S.0001. Inyección SQL - Vinculación Digital Valores.,001. SQL injection - C Sharp SQL API
FIN.S.0001. Inyección SQL - Web App,001. SQL injection - C Sharp SQL API
FIN.S.0001. SQL injection,001. SQL injection - C Sharp SQL API
FIN.S.0002. Asymmetric Denial of Service,002. Asymmetric denial of service
FIN.S.0002. Denegación de servicio asimétrica,002. Asymmetric denial of service
FIN.S.0002. Denegación de servicio asimétrica - Bloqueo de cuentas,002. Asymmetric denial of service
FIN.S.0002. Denegación de servicio asimétrica - Cambio de contrasena,002. Asymmetric denial of service
FIN.S.0002. Denegación de servicio asimétrica - Login,002. Asymmetric denial of service
FIN.S.0002. Denegación de servicio asimétrica - Prometeo,002. Asymmetric denial of service
FIN.S.0002. Denegación de servicio asimétrica - XML Bomb,002. Asymmetric denial of service
FIN.S.0002. Denegación de servicio asimétrica: RPG,002. Asymmetric denial of service
FIN.S.0002. Denegación de servicio asimétrica(Bloqueo Usuarios),002. Asymmetric denial of service
FIN.S.0002. Denegación de servicio asimétrica(etiquetas),002. Asymmetric denial of service
FIN.S.0002. Denegación de servicio asimétrica(XMLBomb),002. Asymmetric denial of service
FIN.S.0003. Denegación de servicio simétrica,003. Symmetric denial of service
FIN.S.0003. PLEASE DO NOT EDIT THIS FINDING I USE THIS IN UNIT TESTS - DRAFT,003. Symmetric denial of service
FIN.S.0004. Ejecución remota de comandos,004. Remote command execution
FIN.S.0004. Ejecución remota de comandos - DB,004. Remote command execution
FIN.S.0004. Ejecución remota de comandos - WebLogic,004. Remote command execution
FIN.S.0004. Ejecución remota de comandos: JBoss jmx-console,004. Remote command execution
FIN.S.0004. Ejecución remota de comandos: Jboss JMXInvokerServlet,004. Remote command execution
FIN.S.0004. Ejecución remota de comandos: Tomcat WAR deployment,004. Remote command execution
